Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/token,300,300,34,35.774341180000796,8.060224000473681,98.64088500034995,0.0,10.31835314684747,10.31835314684747,34,39,44,47,58,65,81,87,99,99,99
,Aggregated,300,300,34,35.774341180000796,8.060224000473681,98.64088500034995,0.0,10.31835314684747,10.31835314684747,34,39,44,47,58,65,81,87,99,99,99
